skill_id,project_stage,project_task,skill_name,n_experts,usage_mean,usage_median,usage_sd,usage_min,usage_max,difficulty_mean,difficulty_median,difficulty_sd,difficulty_min,difficulty_max,weight_mean,weight_median,weight_sd,weight_min,weight_max,weight_range,consensus_level
156,Development,Programming,XML,15,2.7333333333333334,3,1.162919151265879,1,4,3.6666666666666665,3,0.9759000729485332,2,5,9.133333333333333,9,2.7481595573002946,4,12,8,High
157,Implementation,Runtime server installation,+Cloud Based Environment,15,4.2,4,0.6761234037828132,3,5,3,3,0.9258200997725514,1,4,12.666666666666666,12,4.670066788550653,4,20,16,Moderate
158,Implementation,Runtime server installation,API,15,2.1333333333333333,2,0.6399404734221844,1,3,4.533333333333333,5,0.6399404734221844,3,5,9.466666666666667,10,2.416215064536938,5,12,7,High
159,Implementation,Runtime server installation,Compiler Service,15,2.466666666666667,3,0.990430401872025,1,4,4.133333333333334,4,0.9154754164341269,3,5,9.866666666666667,9,4.273952113286562,4,16,12,Moderate
160,Implementation,Runtime server installation,Database Synchronization,15,3,3,1.0690449676496976,1,5,4.133333333333334,4,0.9154754164341269,2,5,11.866666666666667,12,3.7581657126595047,5,20,15,Moderate
161,Implementation,Runtime server installation,Deployment Controller Service,15,2.6666666666666665,3,0.9759000729485332,1,5,4,4,1.0,2,5,10.066666666666666,9,3.2175116087406668,5,15,10,Moderate
162,Implementation,Runtime server installation,Email Server (SMTP),15,2.933333333333333,3,0.9611501047232549,1,4,3.7333333333333334,4,0.7037315505489968,3,5,10.866666666666667,9,4.3237990350197935,5,20,15,Moderate
163,Implementation,Runtime server installation,File Storage,15,3.3333333333333335,3,1.1751393027860062,1,5,3.2666666666666666,3,0.8837151016885368,2,5,10.733333333333333,9,4.787881527754162,5,20,15,Moderate
164,Implementation,Runtime server installation,HTTPS Server,15,3.066666666666667,3,0.7988086367179802,2,5,3.933333333333333,4,0.8837151016885368,3,5,12,12,3.854496446637726,6,20,14,Moderate
165,Implementation,Runtime server installation,Java,15,2.8666666666666667,3,0.9154754164341269,1,4,4.333333333333333,4,0.7237468644557459,3,5,12.266666666666667,12,4.3006090377106005,5,20,15,Moderate
166,Implementation,Runtime server installation,Load Balancing,15,2.2666666666666666,2,0.9611501047232549,1,4,3.8666666666666667,4,1.1254628677422756,1,5,8,8,3.070597894314954,4,15,11,Moderate
167,Implementation,Runtime server installation,Log Service,15,2.4,2,0.7367883976130073,1,4,3.4,3,0.6324555320336759,3,5,8,8,2.449489742783178,5,12,7,High
168,Implementation,Runtime server installation,Mobile App,15,3.2666666666666666,3,1.0997835284835873,1,5,3.2,3,0.7745966692414834,2,5,9.866666666666667,9,2.695675549220764,5,16,11,High
169,Implementation,Runtime server installation,OQL,15,2.6,3,1.0555973258234952,1,4,4,4,0.8451542547285166,3,5,9.933333333333334,9,3.936399128040511,4,16,12,Moderate
170,Implementation,Runtime server installation,Proxy server,15,2.933333333333333,3,1.3345232785352157,1,5,3.8,4,0.9411239481143202,2,5,10.333333333333334,10,4.287301293465667,4,16,12,Moderate
171,Implementation,Runtime server installation,Relational Database,15,3.8666666666666667,4,0.9154754164341269,2,5,4,4,0.8451542547285166,2,5,15.2,15,4.4110251480968525,10,25,15,Moderate
172,Implementation,Runtime server installation,REST API,15,3.1333333333333333,3,1.0600988273786194,1,5,4.2,4,0.8618916073713346,2,5,12.733333333333333,12,4.0964560757992245,5,20,15,Moderate
173,Implementation,Runtime server installation,SAML Authentication,15,3.2,3,1.01418510567422,2,5,4.133333333333334,4,0.7432233529572065,3,5,13.4,12,5.578018081208209,8,25,17,Low
174,Implementation,Runtime server installation,Scheduler Service,15,2.8,3,0.6761234037828132,1,4,3.6666666666666665,4,0.6172133998483676,3,5,10.066666666666666,9,2.6040261866871424,5,16,11,High
175,Implementation,Runtime server installation,Shared Libraries,15,2.8666666666666667,3,1.1254628677422756,1,4,3.8,4,0.8618916073713346,2,5,10.4,9,4.239272174728649,5,16,11,Moderate
176,Implementation,Runtime server installation,SOAP,15,2.8666666666666667,3,0.990430401872025,1,5,4.466666666666667,5,0.6399404734221844,3,5,12.8,12,4.974219249576474,4,25,21,Moderate
177,Implementation,Runtime server installation,SSL Certificates,15,2.8,3,1.082325538564332,1,4,3.933333333333333,4,0.8837151016885368,2,5,10.666666666666666,9,4.715728494951256,5,20,15,Moderate
178,Implementation,Runtime server installation,Swagger,15,2.6,3,0.9856107606091623,1,4,3.8666666666666667,4,0.9154754164341269,2,5,9.866666666666667,9,4.51769009666708,4,20,16,Moderate
179,Implementation,Runtime server installation,WSDL,15,2.6,3,1.1212238211627763,1,5,4.2,4,0.8618916073713346,3,5,10.466666666666667,12,4.206570823751586,4,15,11,Moderate
180,Implementation,Runtime server installation,XML/XPath,15,2.933333333333333,3,1.0327955589886446,1,5,3.8666666666666667,4,0.7432233529572065,2,5,11.066666666666666,10,3.972524686009186,4,20,16,Moderate
181,Implementation,Database installation,+Embedded Database,15,3.8,4,0.7745966692414834,3,5,2.4,2,0.9102589898327995,1,4,9.266666666666667,9,4.463609472591607,3,20,17,Moderate
182,Implementation,Database installation,File Storage,15,3.2666666666666666,3,1.162919151265879,1,5,3.066666666666667,3,0.7037315505489968,2,5,9.733333333333333,9,3.5750457872525745,5,15,10,Moderate
183,Implementation,Database installation,Relational Database,15,3.8666666666666667,4,0.9154754164341269,2,5,4.133333333333334,4,0.9154754164341269,2,5,16,15,5.707138387268051,8,25,17,Low
184,Implementation,Database installation,REST API,15,2.533333333333333,3,0.6399404734221844,1,3,4.066666666666666,4,0.8837151016885368,2,5,10.133333333333333,10,2.875181153713043,4,15,11,High
185,Implementation,Client module installation,.NET Framework,15,2.8,3,1.01418510567422,1,5,4.2,5,1.01418510567422,2,5,11.733333333333333,10,5.737927284639421,5,25,20,Low
186,Implementation,Client module installation,+Mobile App,15,3.8666666666666667,4,0.6399404734221844,3,5,2.8,3,1.2071217242444348,1,5,10.733333333333333,9,4.949266419908923,4,20,16,Moderate
187,Implementation,Client module installation,+Web Browser,15,4.4,5,0.7367883976130073,3,5,1.3333333333333333,1,0.7237468644557459,1,3,5.533333333333333,5,2.0307165050320353,4,10,6,High
188,Implementation,Client module installation,API,15,2.6666666666666665,3,0.7237468644557459,1,4,3.8666666666666667,4,0.9154754164341269,2,5,9.866666666666667,10,2.416215064536938,5,12,7,High
189,Implementation,Client module installation,Binaries,15,2.8,3,1.2071217242444348,1,4,3.4,3,0.9856107606091623,2,5,8.666666666666666,9,3.199702367110922,4,12,8,Moderate
190,Implementation,Client module installation,HTTPS Server,15,3.066666666666667,3,1.0997835284835873,1,4,3.6666666666666665,4,0.8997354108424374,2,5,10.866666666666667,9,4.51769009666708,5,20,15,Moderate
191,Implementation,Client module installation,URL Configuration,15,3.2,3,0.7745966692414834,1,4,2.8,3,0.6761234037828132,2,4,8.8,9,2.756809750418044,4,12,8,High
192,Implementation,Client module installation,Web Services,15,2.6,3,0.7367883976130073,1,4,3.933333333333333,4,0.7037315505489968,3,5,10,10,2.7774602993176543,5,16,11,High
193,Implementation,Deployment,+App Gallery,15,4.066666666666666,4,0.5936168397046637,3,5,1.6,1,0.9856107606091623,1,4,6.266666666666667,4,3.2616093018777153,4,12,8,Moderate
194,Implementation,Deployment,+Software as a Service,15,3.933333333333333,4,0.5936168397046637,3,5,1.8,1,1.082325538564332,1,4,6.666666666666667,5,3.062834043978286,4,12,8,Moderate
195,Implementation,Deployment,Application IDE,15,3,3,0.9258200997725514,1,4,3.4,3,0.9102589898327995,2,5,9.666666666666666,9,2.7688746209726918,5,16,11,High
196,Implementation,Deployment,CI/CD,15,3.4,3,1.1212238211627763,2,5,4.533333333333333,5,0.7432233529572065,3,5,15.533333333333333,12,6.3343357602679635,9,25,16,Low
197,Implementation,Deployment,Cloud Computing,15,3.2666666666666666,3,1.0327955589886446,1,5,3.6666666666666665,4,0.816496580927726,2,5,11.733333333333333,9,4.382867076415142,5,20,15,Moderate
198,Implementation,Deployment,Cloud Services,15,3.2,3,0.9411239481143202,1,4,3.6,4,0.828078671210825,2,5,11.333333333333334,9,4.3369947901195145,5,20,15,Moderate
199,Implementation,Deployment,Docker,15,3.1333333333333333,3,1.1872336794093274,1,5,4.2,4,0.7745966692414834,3,5,13.133333333333333,10,5.914469746389137,5,25,20,Low
200,Implementation,Deployment,Import/Export,15,3.8,4,1.1464230084422218,1,5,2.7333333333333334,3,0.8837151016885368,1,5,10,9,3.854496446637726,4,15,11,Moderate
201,Implementation,Deployment,Kubernetes,15,2.933333333333333,3,0.9611501047232549,1,4,4.2,4,0.8618916073713346,3,5,12.2,10,4.872664275615255,5,20,15,Moderate
202,Implementation,Deployment,On-Premise,15,3.2666666666666666,3,1.0997835284835873,1,5,3.2,3,0.7745966692414834,2,5,10.066666666666666,9,3.731462116089285,5,20,15,Moderate
203,Implementation,Deployment,On-premises Data Gateway,15,3.2,3,1.2649110640673518,1,5,3.933333333333333,4,0.7988086367179802,2,5,12.133333333333333,12,4.955035918374453,5,20,15,Moderate
204,Implementation,Deployment,REST API,15,2.8666666666666667,3,0.8338093878327919,1,4,4.133333333333334,4,0.7432233529572065,3,5,11.533333333333333,12,3.3352375513311676,5,20,15,Moderate
205,Implementation,Deployment,Scripts,15,3.2666666666666666,3,1.162919151265879,2,5,4.066666666666666,4,0.5936168397046637,3,5,12.933333333333334,12,4.008324670815311,8,20,12,Moderate
206,Implementation,Deployment,SOAP,15,2.8,3,1.01418510567422,1,5,4.2,4,0.9411239481143202,2,5,11.466666666666667,10,4.405624111238248,4,20,16,Moderate
207,Implementation,Version control,Code Repository Concept,15,3.6,3,1.0555973258234952,2,5,3.533333333333333,4,0.990430401872025,1,5,12.4,10,4.807731867969107,5,20,15,Moderate
208,Implementation,Version control,Custom Version Control,15,3.4,3,1.1212238211627763,2,5,3.6,4,0.6324555320336759,3,5,12,10,3.946064947695181,8,20,12,Moderate
209,Implementation,Version control,Git,15,3.6,3,1.0555973258234952,2,5,3.8,4,0.7745966692414834,2,5,13.333333333333334,12,4.029651999626672,9,20,11,Moderate
