expert_id,round,years_experience,lcdp_experience_count,skill_id,project_stage,project_task,skill_name,usage_label,usage,difficulty_label,difficulty,weight,source_file,final_round_source
E04_JS,1,15-19,3,205,Implementation,Deployment,Scripts,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E04_JS.xlsx,Round 2
E04_JS,1,15-19,3,206,Implementation,Deployment,SOAP,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E04_JS.xlsx,Round 2
E04_JS,1,15-19,3,207,Implementation,Version control,Code Repository Concept,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E04_JS.xlsx,Round 2
E04_JS,1,15-19,3,208,Implementation,Version control,Custom Version Control,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E04_JS.xlsx,Round 2
E04_JS,1,15-19,3,209,Implementation,Version control,Git,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E04_JS.xlsx,Round 2
E05_WD,1,20+,3,1,Design,Workflow model,+BPMN Process Model,5 - Essential / continuous,5,2 - Easy,2,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,2,Design,Workflow model,Custom Process Model,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,3,Design,Database model,+Business Data Types,5 - Essential / continuous,5,1 - Very easy,1,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,4,Design,Database model,+Form-based Data,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,5,Design,Database model,+Item-Detail,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,6,Design,Database model,+Lookup/Drop-down,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,7,Design,Database model,+Predefined Entities,3 - Moderate / recurring,3,1 - Very easy,1,3,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,8,Design,Database model,Domain Model,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,9,Design,Database model,Conditional Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,10,Design,Database model,Constraints,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,11,Design,Database model,Data Structure,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,12,Design,Database model,IT Data Types,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,13,Design,Database model,Denormalization,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,14,Design,Database model,Entity Diagrams,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,15,Design,Database model,Enumerations,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,16,Design,Database model,Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,17,Design,Database model,Relational Database,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,18,Design,Database model,XML/XPath,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,19,Design,UI model,+App templates,5 - Essential / continuous,5,1 - Very easy,1,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,20,Design,UI model,+Business Data Types,5 - Essential / continuous,5,1 - Very easy,1,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,21,Design,UI model,+Screen Templates,5 - Essential / continuous,5,1 - Very easy,1,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,22,Design,UI model,+UI Branding,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,23,Design,UI model,+View Types,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,24,Design,UI model,Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,25,Design,UI model,IT Data Types,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,26,Design,UI model,Functions,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,27,Design,UI model,Model-driven Apps,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,28,Design,UI model,Reactive Web App,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,29,Design,UI model,Responsive Web Design,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,30,Design,UI model,Variables,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,31,Design,Validations,+Business Rules,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,32,Design,Validations,+Lookup/Drop-down,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,33,Design,Validations,Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,34,Design,Validations,Enumerations,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,35,Design,Validations,JavaScript,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,36,Design,Validations,Scripts,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,37,Design,Validations,Transactions,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,38,Design,Application logic,+Actions,5 - Essential / continuous,5,1 - Very easy,1,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,39,Design,Application logic,+Graphical actions,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,40,Design,Application logic,+NLP,2 - Occasional / peripheral,2,2 - Easy,2,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,41,Design,Application logic,+Custom Language,2 - Occasional / peripheral,2,3 - Moderate,3,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,42,Design,Application logic,+Predefined Tasks,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,43,Design,Application logic,UML,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,44,Design,Application logic,Algorithms,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,45,Design,Application logic,Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,46,Design,Application logic,Control Structures,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,47,Design,Application logic,IT Data Types,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,48,Design,Application logic,Events,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,49,Design,Application logic,Formulas,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,50,Design,Application logic,Functions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,51,Design,Application logic,Java,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,52,Design,Application logic,JavaScript,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,53,Design,Application logic,Microservices,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,54,Design,Application logic,SQL,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,55,Design,Application logic,Variables,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,56,Development,Workflow design and development,+BPMN Process Model,5 - Essential / continuous,5,2 - Easy,2,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,57,Development,Workflow design and development,Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,58,Development,Workflow design and development,Custom Process Model,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,59,Development,Workflow design and development,Events,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,60,Development,Workflow design and development,Java API,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,61,Development,Workflow design and development,JavaScript,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,62,Development,Workflow design and development,REST API,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,63,Development,Workflow design and development,Triggers,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,64,Development,Database design,+Business Data Types,5 - Essential / continuous,5,1 - Very easy,1,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,65,Development,Database design,+Custom Database Model,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,66,Development,Database design,+References,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,67,Development,Database design,+Slices,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,68,Development,Database design,Actions,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,69,Development,Database design,Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,70,Development,Database design,Relational Database,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,71,Development,Database design,Entity Diagrams,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,72,Development,Database design,Functions,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,73,Development,Database design,SQL,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,74,Development,Database design,IT Data Types,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,75,Development,Database design,Web API,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,76,Development,Fetching data,.NET,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,77,Development,Fetching data,+Cloud-based Spreadsheets,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,78,Development,Fetching data,+GUI Queries,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,79,Development,Fetching data,+Human Language,2 - Occasional / peripheral,2,2 - Easy,2,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,80,Development,Fetching data,+Integrated Data Sources,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,81,Development,Fetching data,Cloud Services,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,82,Development,Fetching data,Custom Query Language,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,83,Development,Fetching data,Data Source Integration,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,84,Development,Fetching data,Formulas,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,85,Development,Fetching data,Local Storage,2 - Occasional / peripheral,2,3 - Moderate,3,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,86,Development,Fetching data,OAuth,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,87,Development,Fetching data,REST API,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,88,Development,Fetching data,SDK,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,89,Development,Fetching data,SQL,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,90,Development,Fetching data,URL,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,91,Development,Fetching data,Web API,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,92,Development,GUI design and development,+AI Support,2 - Occasional / peripheral,2,2 - Easy,2,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,93,Development,GUI design and development,+Business Data Types,5 - Essential / continuous,5,1 - Very easy,1,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,94,Development,GUI design and development,+Conditional Formatting,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,95,Development,GUI design and development,+GUI Style Editor,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,96,Development,GUI design and development,+Templatized Formulas,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,97,Development,GUI design and development,+UI Branding,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,98,Development,GUI design and development,+View Types,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,99,Development,GUI design and development,+WYSIWYG,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,100,Development,GUI design and development,CSS/SCSS,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,101,Development,GUI design and development,Event Propagation,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,102,Development,GUI design and development,Responsive Web Design,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,103,Development,GUI design and development,HTML,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,104,Development,GUI design and development,IT Data Types,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,105,Development,GUI design and development,JavaScript,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,106,Development,GUI design and development,Master Detail,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,107,Development,GUI design and development,Programming Functions,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,108,Development,GUI design and development,Scripts,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,109,Development,GUI design and development,Snippets,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,110,Development,GUI design and development,Variables,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,111,Development,GUI design and development,XML,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,112,Development,Data validation development,+Business Rules,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,113,Development,Data validation development,+Column Expressions,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,114,Development,Data validation development,Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,115,Development,Data validation development,Data Fields,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,116,Development,Data validation development,Domain Model,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,117,Development,Data validation development,Scripts,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,118,Development,Actions design and development,+AI Assisted Development,2 - Occasional / peripheral,2,2 - Easy,2,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,119,Development,Actions design and development,+Automations,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,120,Development,Actions design and development,+Built-in Connectors,4 - Frequent / important,4,1 - Very easy,1,4,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,121,Development,Actions design and development,API,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,122,Development,Actions design and development,Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,123,Development,Actions design and development,Functions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,124,Development,Actions design and development,Java,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,125,Development,Actions design and development,JavaScript,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,126,Development,Actions design and development,Object Model,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,127,Development,Actions design and development,Scripts,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,128,Development,Actions design and development,SOAP,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,129,Development,Programming,.NET,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,130,Development,Programming,+Visual Programming,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,131,Development,Programming,Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,132,Development,Programming,CLI,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,133,Development,Programming,IT Data Types,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,134,Development,Programming,Eclipse,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,135,Development,Programming,Emulators,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,136,Development,Programming,Entity Types,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,137,Development,Programming,Enumerations,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,138,Development,Programming,Functions,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,139,Development,Programming,HTML,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,140,Development,Programming,SDK/IDE,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,141,Development,Programming,Iteration Statements,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,142,Development,Programming,Java,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,143,Development,Programming,Java API,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,144,Development,Programming,JavaScript,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,145,Development,Programming,JSON,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,146,Development,Programming,Markup Language,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,147,Development,Programming,Metadata,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,148,Development,Programming,Native Mobile App,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,149,Development,Programming,node.js,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,150,Development,Programming,PWA,2 - Occasional / peripheral,2,3 - Moderate,3,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,151,Development,Programming,Query Functions,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,152,Development,Programming,Scripts,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,153,Development,Programming,Snippets,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,154,Development,Programming,TypeScript,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,155,Development,Programming,Web API,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,156,Development,Programming,XML,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,157,Implementation,Runtime server installation,+Cloud Based Environment,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,158,Implementation,Runtime server installation,API,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,159,Implementation,Runtime server installation,Compiler Service,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,160,Implementation,Runtime server installation,Database Synchronization,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,161,Implementation,Runtime server installation,Deployment Controller Service,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,162,Implementation,Runtime server installation,Email Server (SMTP),2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,163,Implementation,Runtime server installation,File Storage,2 - Occasional / peripheral,2,3 - Moderate,3,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,164,Implementation,Runtime server installation,HTTPS Server,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,165,Implementation,Runtime server installation,Java,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E05_WD.xlsx,Round 2
E05_WD,1,20+,3,166,Implementation,Runtime server installation,Load Balancing,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,167,Implementation,Runtime server installation,Log Service,2 - Occasional / peripheral,2,3 - Moderate,3,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,168,Implementation,Runtime server installation,Mobile App,2 - Occasional / peripheral,2,3 - Moderate,3,6,Expert_Survey_E05_WD.xlsx,Round 1
E05_WD,1,20+,3,169,Implementation,Runtime server installation,OQL,1 - Rare / avoidable,1,5 - Very difficult,5,5,Expert_Survey_E05_WD.xlsx,Round 1
